94.99, 510, 499, 59.12
95.19, 510, 499, 59.12
96.83, 510, 505, 77.23
97.23, 510, 505, 77.23
96.75, 510, 492, 55.89
88.21, 510, 492, 55.89
92.11, 511, 494, 52.83
84.41, 511, 494, 52.83
96.36, 510, 495, 52.32
85.05, 510, 495, 52.32
92.46, 512, 491, 53.77
84.32, 512, 491, 53.77
95.33, 511, 492, 50.81
88.62, 511, 492, 50.81
92.52, 510, 481, 45.74
86.69, 510, 481, 45.74
96.29, 513, 485, 47.22
84.12, 513, 475, 46.8
90.16, 508, 498, 58.03
86.35, 508, 498, 58.03
96.13, 502, 491, 58.66
93.08, 502, 486, 58.25
91.87, 504, 492, 54.07
85.16, 504, 492, 54.07
93.69, 505, 491, 52.55
87.17, 505, 491, 52.55
92.61, 507, 487, 53.8
86.86, 507, 487, 53.8
94.5, 503, 491, 50.1
83.5, 503, 491, 50.1
92.07, 503, 479, 47.39
84.76, 503, 479, 47.39
94.8, 508, 481, 47.82
82.12, 508, 471, 46.99
91.65, 508, 491, 58.04
86.35, 508, 491, 58.04
89.05, 509, 493, 51.32
87.02, 509, 493, 51.32
91.46, 510, 492, 50.61
85.98, 510, 492, 50.61
91.82, 511, 489, 53.78
87.32, 511, 489, 53.78
94.5, 509, 491, 49.9
84.93, 509, 491, 49.9
90.62, 508, 480, 45.0
81.04, 508, 480, 45.0
94.2, 512, 483, 46.79
83.44, 512, 483, 46.79
93.25, 500, 489, 53.17
87.53, 500, 489, 53.17
95.08, 501, 488, 52.25
83.81, 501, 488, 52.25
97.93, 503, 484, 54.13
91.74, 503, 479, 53.72
96.52, 499, 488, 50.2
86.68, 499, 488, 50.2
96.86, 498, 477, 47.8
86.58, 498, 473, 47.38
97.28, 504, 478, 44.14
86.82, 504, 478, 44.14
95.92, 502, 490, 52.04
90.2, 502, 490, 52.04
96.5, 504, 486, 50.82
87.24, 504, 486, 50.82
95.09, 501, 489, 48.88
86.91, 501, 489, 48.88
94.34, 501, 477, 46.12
86.58, 501, 477, 46.12
97.29, 505, 480, 42.71
77.5, 505, 468, 41.88
99.59, 498, 492, 63.21
93.5, 498, 492, 63.21
96.14, 498, 492, 57.11
93.29, 498, 492, 57.11
93.76, 497, 481, 43.45
91.27, 497, 481, 43.45
97.94, 499, 486, 43.62
80.04, 499, 480, 43.21
95.49, 500, 488, 59.02
89.55, 500, 488, 59.02
94.15, 497, 479, 44.68
86.22, 497, 479, 44.68
92.78, 498, 485, 43.09
85.98, 498, 484, 42.89
92.92, 496, 480, 43.96
83.12, 496, 480, 43.96
97.31, 500, 483, 40.99
85.92, 500, 477, 40.58
96.06, 489, 482, 49.79
93.36, 489, 482, 49.79
