compare_dict_m1_0.pkl,compare_dict_m1_2.pkl,compare_dict_m1_4.pkl,compare_dict_m1_6.pkl,compare_dict_m1_8.pkl,compare_dict_m2_0.pkl,compare_dict_m2_2.pkl,compare_dict_m2_4.pkl,compare_dict_m2_6.pkl,compare_dict_m2_8.pkl
60.184634482758625,86.5977751052314,58.1580561797753,75.42255421686748,90.4564757709251,23.75168275862066,65.45512327119661,35.02116853932585,61.5974939759036,83.6044052863436
57.608779342723,79.72703703703705,44.80629773967259,75.7602192242834,94.92099092284406,21.943661971830984,57.92587037037028,28.111660171473112,58.19249578414841,88.80492435703485
0.0,75.05315315315315,43.86754371357199,66.68566666666668,86.36823529411765,0.0,57.862162162162164,27.98034138218156,54.88966666666667,79.02862745098038
0.0,0.0,41.11892802450229,0.0,0.0,0.0,0.0,24.79607963246555,0.0,0.0
0.0,0.0,39.22415162454873,0.0,0.0,0.0,0.0,18.926750902527072,0.0,0.0
